zipcode,city,county,year,count_lightning
91977,"Casa de Oro-Mount Helix CDP, La Presa CDP, Lemon Grove city, Spring Valley CDP",San Diego County,1991,5
91977,"Casa de Oro-Mount Helix CDP, La Presa CDP, Lemon Grove city, Spring Valley CDP",San Diego County,1992,1
91977,"Casa de Oro-Mount Helix CDP, La Presa CDP, Lemon Grove city, Spring Valley CDP",San Diego County,1993,2
91977,"Casa de Oro-Mount Helix CDP, La Presa CDP, Lemon Grove city, Spring Valley CDP",San Diego County,1994,8
91977,"Casa de Oro-Mount Helix CDP, La Presa CDP, Lemon Grove city, Spring Valley CDP",San Diego County,1995,1
91977,"Casa de Oro-Mount Helix CDP, La Presa CDP, Lemon Grove city, Spring Valley CDP",San Diego County,1996,1
91977,"Casa de Oro-Mount Helix CDP, La Presa CDP, Lemon Grove city, Spring Valley CDP",San Diego County,1997,8
91977,"Casa de Oro-Mount Helix CDP, La Presa CDP, Lemon Grove city, Spring Valley CDP",San Diego County,1998,5
91977,"Casa de Oro-Mount Helix CDP, La Presa CDP, Lemon Grove city, Spring Valley CDP",San Diego County,2000,26
91977,"Casa de Oro-Mount Helix CDP, La Presa CDP, Lemon Grove city, Spring Valley CDP",San Diego County,2001,5
91977,"Casa de Oro-Mount Helix CDP, La Presa CDP, Lemon Grove city, Spring Valley CDP",San Diego County,2002,2
91977,"Casa de Oro-Mount Helix CDP, La Presa CDP, Lemon Grove city, Spring Valley CDP",San Diego County,2003,1
91977,"Casa de Oro-Mount Helix CDP, La Presa CDP, Lemon Grove city, Spring Valley CDP",San Diego County,2004,2
91977,"Casa de Oro-Mount Helix CDP, La Presa CDP, Lemon Grove city, Spring Valley CDP",San Diego County,2005,2
91977,"Casa de Oro-Mount Helix CDP, La Presa CDP, Lemon Grove city, Spring Valley CDP",San Diego County,2006,3
91977,"Casa de Oro-Mount Helix CDP, La Presa CDP, Lemon Grove city, Spring Valley CDP",San Diego County,2007,2
91977,"Casa de Oro-Mount Helix CDP, La Presa CDP, Lemon Grove city, Spring Valley CDP",San Diego County,2009,2
91977,"Casa de Oro-Mount Helix CDP, La Presa CDP, Lemon Grove city, Spring Valley CDP",San Diego County,2010,6
91977,"Casa de Oro-Mount Helix CDP, La Presa CDP, Lemon Grove city, Spring Valley CDP",San Diego County,2012,1
91977,"Casa de Oro-Mount Helix CDP, La Presa CDP, Lemon Grove city, Spring Valley CDP",San Diego County,2013,5
91977,"Casa de Oro-Mount Helix CDP, La Presa CDP, Lemon Grove city, Spring Valley CDP",San Diego County,2014,4
91977,"Casa de Oro-Mount Helix CDP, La Presa CDP, Lemon Grove city, Spring Valley CDP",San Diego County,2015,12
91977,"Casa de Oro-Mount Helix CDP, La Presa CDP, Lemon Grove city, Spring Valley CDP",San Diego County,2016,2
91977,"Casa de Oro-Mount Helix CDP, La Presa CDP, Lemon Grove city, Spring Valley CDP",San Diego County,2017,2
92003,"Oceanside city, Bonsall CDP",San Diego County,1987,6
92003,"Oceanside city, Bonsall CDP",San Diego County,1988,1
92003,"Oceanside city, Bonsall CDP",San Diego County,1989,1
92003,"Oceanside city, Bonsall CDP",San Diego County,1990,4
92003,"Oceanside city, Bonsall CDP",San Diego County,1991,2
92003,"Oceanside city, Bonsall CDP",San Diego County,1992,6
92003,"Oceanside city, Bonsall CDP",San Diego County,1993,4
92003,"Oceanside city, Bonsall CDP",San Diego County,1994,15
92003,"Oceanside city, Bonsall CDP",San Diego County,1996,9
92003,"Oceanside city, Bonsall CDP",San Diego County,1997,2
92003,"Oceanside city, Bonsall CDP",San Diego County,1998,7
92003,"Oceanside city, Bonsall CDP",San Diego County,2000,1
92003,"Oceanside city, Bonsall CDP",San Diego County,2001,11
92003,"Oceanside city, Bonsall CDP",San Diego County,2004,3
92003,"Oceanside city, Bonsall CDP",San Diego County,2005,84
92003,"Oceanside city, Bonsall CDP",San Diego County,2008,2
92003,"Oceanside city, Bonsall CDP",San Diego County,2009,11
92003,"Oceanside city, Bonsall CDP",San Diego County,2010,12
92003,"Oceanside city, Bonsall CDP",San Diego County,2011,5
92003,"Oceanside city, Bonsall CDP",San Diego County,2012,3
92003,"Oceanside city, Bonsall CDP",San Diego County,2014,9
92003,"Oceanside city, Bonsall CDP",San Diego County,2015,7
92003,"Oceanside city, Bonsall CDP",San Diego County,2016,1
92003,"Oceanside city, Bonsall CDP",San Diego County,2018,22
92004,Borrego Springs CDP,San Diego County,1987,153
92004,Borrego Springs CDP,San Diego County,1988,188
92004,Borrego Springs CDP,San Diego County,1989,84
92004,Borrego Springs CDP,San Diego County,1990,258
92004,Borrego Springs CDP,San Diego County,1991,228
92004,Borrego Springs CDP,San Diego County,1992,683
92004,Borrego Springs CDP,San Diego County,1993,57
92004,Borrego Springs CDP,San Diego County,1994,226
92004,Borrego Springs CDP,San Diego County,1995,94
92004,Borrego Springs CDP,San Diego County,1996,54
92004,Borrego Springs CDP,San Diego County,1997,525
92004,Borrego Springs CDP,San Diego County,1998,149
92004,Borrego Springs CDP,San Diego County,1999,153
92004,Borrego Springs CDP,San Diego County,2000,212
92004,Borrego Springs CDP,San Diego County,2001,84
92004,Borrego Springs CDP,San Diego County,2002,44
92004,Borrego Springs CDP,San Diego County,2003,281
92004,Borrego Springs CDP,San Diego County,2004,271
92004,Borrego Springs CDP,San Diego County,2005,1455
92004,Borrego Springs CDP,San Diego County,2006,184
92004,Borrego Springs CDP,San Diego County,2007,110
92004,Borrego Springs CDP,San Diego County,2008,111
92004,Borrego Springs CDP,San Diego County,2009,159
92004,Borrego Springs CDP,San Diego County,2010,987
92004,Borrego Springs CDP,San Diego County,2011,760
92004,Borrego Springs CDP,San Diego County,2012,1080
92004,Borrego Springs CDP,San Diego County,2013,1472
92004,Borrego Springs CDP,San Diego County,2014,662
92004,Borrego Springs CDP,San Diego County,2015,498
92004,Borrego Springs CDP,San Diego County,2016,127
92004,Borrego Springs CDP,San Diego County,2017,555
92004,Borrego Springs CDP,San Diego County,2018,238
92004,Borrego Springs CDP,San Diego County,2020,29
92011,Carlsbad city,San Diego County,1987,4
92011,Carlsbad city,San Diego County,1988,2
92011,Carlsbad city,San Diego County,1990,3
92011,Carlsbad city,San Diego County,1991,6
92011,Carlsbad city,San Diego County,1992,6
92011,Carlsbad city,San Diego County,1994,16
92011,Carlsbad city,San Diego County,1995,1
92011,Carlsbad city,San Diego County,1996,4
92011,Carlsbad city,San Diego County,1997,2
92011,Carlsbad city,San Diego County,1998,10
92011,Carlsbad city,San Diego County,1999,1
92011,Carlsbad city,San Diego County,2002,1
92011,Carlsbad city,San Diego County,2004,1
92011,Carlsbad city,San Diego County,2005,21
92011,Carlsbad city,San Diego County,2006,5
92011,Carlsbad city,San Diego County,2008,2
92011,Carlsbad city,San Diego County,2010,13
92011,Carlsbad city,San Diego County,2011,1
92011,Carlsbad city,San Diego County,2014,16
92011,Carlsbad city,San Diego County,2015,14
92011,Carlsbad city,San Diego County,2016,5
92011,Carlsbad city,San Diego County,2018,15
92019,"Crest CDP, Alpine CDP, Casa de Oro-Mount Helix CDP, El Cajon city, Granite Hills CDP, Harbison Canyon CDP, Rancho San Diego CDP, Jamul CDP",San Diego County,1987,14
92019,"Crest CDP, Alpine CDP, Casa de Oro-Mount Helix CDP, El Cajon city, Granite Hills CDP, Harbison Canyon CDP, Rancho San Diego CDP, Jamul CDP",San Diego County,1990,12
92019,"Crest CDP, Alpine CDP, Casa de Oro-Mount Helix CDP, El Cajon city, Granite Hills CDP, Harbison Canyon CDP, Rancho San Diego CDP, Jamul CDP",San Diego County,1991,14
92019,"Crest CDP, Alpine CDP, Casa de Oro-Mount Helix CDP, El Cajon city, Granite Hills CDP, Harbison Canyon CDP, Rancho San Diego CDP, Jamul CDP",San Diego County,1992,5
92019,"Crest CDP, Alpine CDP, Casa de Oro-Mount Helix CDP, El Cajon city, Granite Hills CDP, Harbison Canyon CDP, Rancho San Diego CDP, Jamul CDP",San Diego County,1993,6
92019,"Crest CDP, Alpine CDP, Casa de Oro-Mount Helix CDP, El Cajon city, Granite Hills CDP, Harbison Canyon CDP, Rancho San Diego CDP, Jamul CDP",San Diego County,1994,9
92019,"Crest CDP, Alpine CDP, Casa de Oro-Mount Helix CDP, El Cajon city, Granite Hills CDP, Harbison Canyon CDP, Rancho San Diego CDP, Jamul CDP",San Diego County,1995,2
92019,"Crest CDP, Alpine CDP, Casa de Oro-Mount Helix CDP, El Cajon city, Granite Hills CDP, Harbison Canyon CDP, Rancho San Diego CDP, Jamul CDP",San Diego County,1996,1
92019,"Crest CDP, Alpine CDP, Casa de Oro-Mount Helix CDP, El Cajon city, Granite Hills CDP, Harbison Canyon CDP, Rancho San Diego CDP, Jamul CDP",San Diego County,1997,2
92019,"Crest CDP, Alpine CDP, Casa de Oro-Mount Helix CDP, El Cajon city, Granite Hills CDP, Harbison Canyon CDP, Rancho San Diego CDP, Jamul CDP",San Diego County,1998,3
92019,"Crest CDP, Alpine CDP, Casa de Oro-Mount Helix CDP, El Cajon city, Granite Hills CDP, Harbison Canyon CDP, Rancho San Diego CDP, Jamul CDP",San Diego County,1999,1
92019,"Crest CDP, Alpine CDP, Casa de Oro-Mount Helix CDP, El Cajon city, Granite Hills CDP, Harbison Canyon CDP, Rancho San Diego CDP, Jamul CDP",San Diego County,2000,36
92019,"Crest CDP, Alpine CDP, Casa de Oro-Mount Helix CDP, El Cajon city, Granite Hills CDP, Harbison Canyon CDP, Rancho San Diego CDP, Jamul CDP",San Diego County,2001,6
92019,"Crest CDP, Alpine CDP, Casa de Oro-Mount Helix CDP, El Cajon city, Granite Hills CDP, Harbison Canyon CDP, Rancho San Diego CDP, Jamul CDP",San Diego County,2002,1
92019,"Crest CDP, Alpine CDP, Casa de Oro-Mount Helix CDP, El Cajon city, Granite Hills CDP, Harbison Canyon CDP, Rancho San Diego CDP, Jamul CDP",San Diego County,2003,5
92019,"Crest CDP, Alpine CDP, Casa de Oro-Mount Helix CDP, El Cajon city, Granite Hills CDP, Harbison Canyon CDP, Rancho San Diego CDP, Jamul CDP",San Diego County,2004,3
92019,"Crest CDP, Alpine CDP, Casa de Oro-Mount Helix CDP, El Cajon city, Granite Hills CDP, Harbison Canyon CDP, Rancho San Diego CDP, Jamul CDP",San Diego County,2005,12
92019,"Crest CDP, Alpine CDP, Casa de Oro-Mount Helix CDP, El Cajon city, Granite Hills CDP, Harbison Canyon CDP, Rancho San Diego CDP, Jamul CDP",San Diego County,2006,6
92019,"Crest CDP, Alpine CDP, Casa de Oro-Mount Helix CDP, El Cajon city, Granite Hills CDP, Harbison Canyon CDP, Rancho San Diego CDP, Jamul CDP",San Diego County,2007,8
92019,"Crest CDP, Alpine CDP, Casa de Oro-Mount Helix CDP, El Cajon city, Granite Hills CDP, Harbison Canyon CDP, Rancho San Diego CDP, Jamul CDP",San Diego County,2009,1
92019,"Crest CDP, Alpine CDP, Casa de Oro-Mount Helix CDP, El Cajon city, Granite Hills CDP, Harbison Canyon CDP, Rancho San Diego CDP, Jamul CDP",San Diego County,2010,50
92019,"Crest CDP, Alpine CDP, Casa de Oro-Mount Helix CDP, El Cajon city, Granite Hills CDP, Harbison Canyon CDP, Rancho San Diego CDP, Jamul CDP",San Diego County,2011,1
92019,"Crest CDP, Alpine CDP, Casa de Oro-Mount Helix CDP, El Cajon city, Granite Hills CDP, Harbison Canyon CDP, Rancho San Diego CDP, Jamul CDP",San Diego County,2012,2
92019,"Crest CDP, Alpine CDP, Casa de Oro-Mount Helix CDP, El Cajon city, Granite Hills CDP, Harbison Canyon CDP, Rancho San Diego CDP, Jamul CDP",San Diego County,2013,2
92019,"Crest CDP, Alpine CDP, Casa de Oro-Mount Helix CDP, El Cajon city, Granite Hills CDP, Harbison Canyon CDP, Rancho San Diego CDP, Jamul CDP",San Diego County,2015,19
92019,"Crest CDP, Alpine CDP, Casa de Oro-Mount Helix CDP, El Cajon city, Granite Hills CDP, Harbison Canyon CDP, Rancho San Diego CDP, Jamul CDP",San Diego County,2016,7
92019,"Crest CDP, Alpine CDP, Casa de Oro-Mount Helix CDP, El Cajon city, Granite Hills CDP, Harbison Canyon CDP, Rancho San Diego CDP, Jamul CDP",San Diego County,2018,8
92020,"Casa de Oro-Mount Helix CDP, Santee city, El Cajon city, La Mesa city, Bostonia CDP, Rancho San Diego CDP",San Diego County,1987,7
92020,"Casa de Oro-Mount Helix CDP, Santee city, El Cajon city, La Mesa city, Bostonia CDP, Rancho San Diego CDP",San Diego County,1990,9
92020,"Casa de Oro-Mount Helix CDP, Santee city, El Cajon city, La Mesa city, Bostonia CDP, Rancho San Diego CDP",San Diego County,1991,23
92020,"Casa de Oro-Mount Helix CDP, Santee city, El Cajon city, La Mesa city, Bostonia CDP, Rancho San Diego CDP",San Diego County,1992,3
92020,"Casa de Oro-Mount Helix CDP, Santee city, El Cajon city, La Mesa city, Bostonia CDP, Rancho San Diego CDP",San Diego County,1993,10
92020,"Casa de Oro-Mount Helix CDP, Santee city, El Cajon city, La Mesa city, Bostonia CDP, Rancho San Diego CDP",San Diego County,1994,15
92020,"Casa de Oro-Mount Helix CDP, Santee city, El Cajon city, La Mesa city, Bostonia CDP, Rancho San Diego CDP",San Diego County,1995,1
92020,"Casa de Oro-Mount Helix CDP, Santee city, El Cajon city, La Mesa city, Bostonia CDP, Rancho San Diego CDP",San Diego County,1996,1
92020,"Casa de Oro-Mount Helix CDP, Santee city, El Cajon city, La Mesa city, Bostonia CDP, Rancho San Diego CDP",San Diego County,1997,2
92020,"Casa de Oro-Mount Helix CDP, Santee city, El Cajon city, La Mesa city, Bostonia CDP, Rancho San Diego CDP",San Diego County,1998,10
92020,"Casa de Oro-Mount Helix CDP, Santee city, El Cajon city, La Mesa city, Bostonia CDP, Rancho San Diego CDP",San Diego County,1999,1
92020,"Casa de Oro-Mount Helix CDP, Santee city, El Cajon city, La Mesa city, Bostonia CDP, Rancho San Diego CDP",San Diego County,2000,22
92020,"Casa de Oro-Mount Helix CDP, Santee city, El Cajon city, La Mesa city, Bostonia CDP, Rancho San Diego CDP",San Diego County,2001,4
92020,"Casa de Oro-Mount Helix CDP, Santee city, El Cajon city, La Mesa city, Bostonia CDP, Rancho San Diego CDP",San Diego County,2002,11
92020,"Casa de Oro-Mount Helix CDP, Santee city, El Cajon city, La Mesa city, Bostonia CDP, Rancho San Diego CDP",San Diego County,2003,3
92020,"Casa de Oro-Mount Helix CDP, Santee city, El Cajon city, La Mesa city, Bostonia CDP, Rancho San Diego CDP",San Diego County,2004,5
92020,"Casa de Oro-Mount Helix CDP, Santee city, El Cajon city, La Mesa city, Bostonia CDP, Rancho San Diego CDP",San Diego County,2005,27
92020,"Casa de Oro-Mount Helix CDP, Santee city, El Cajon city, La Mesa city, Bostonia CDP, Rancho San Diego CDP",San Diego County,2006,2
92020,"Casa de Oro-Mount Helix CDP, Santee city, El Cajon city, La Mesa city, Bostonia CDP, Rancho San Diego CDP",San Diego County,2007,7
92020,"Casa de Oro-Mount Helix CDP, Santee city, El Cajon city, La Mesa city, Bostonia CDP, Rancho San Diego CDP",San Diego County,2008,1
92020,"Casa de Oro-Mount Helix CDP, Santee city, El Cajon city, La Mesa city, Bostonia CDP, Rancho San Diego CDP",San Diego County,2010,16
92020,"Casa de Oro-Mount Helix CDP, Santee city, El Cajon city, La Mesa city, Bostonia CDP, Rancho San Diego CDP",San Diego County,2011,3
92020,"Casa de Oro-Mount Helix CDP, Santee city, El Cajon city, La Mesa city, Bostonia CDP, Rancho San Diego CDP",San Diego County,2013,1
92020,"Casa de Oro-Mount Helix CDP, Santee city, El Cajon city, La Mesa city, Bostonia CDP, Rancho San Diego CDP",San Diego County,2014,9
92020,"Casa de Oro-Mount Helix CDP, Santee city, El Cajon city, La Mesa city, Bostonia CDP, Rancho San Diego CDP",San Diego County,2015,12
92020,"Casa de Oro-Mount Helix CDP, Santee city, El Cajon city, La Mesa city, Bostonia CDP, Rancho San Diego CDP",San Diego County,2016,3
92020,"Casa de Oro-Mount Helix CDP, Santee city, El Cajon city, La Mesa city, Bostonia CDP, Rancho San Diego CDP",San Diego County,2017,3
92020,"Casa de Oro-Mount Helix CDP, Santee city, El Cajon city, La Mesa city, Bostonia CDP, Rancho San Diego CDP",San Diego County,2018,2
92020,"Casa de Oro-Mount Helix CDP, Santee city, El Cajon city, La Mesa city, Bostonia CDP, Rancho San Diego CDP",San Diego County,2020,1
92026,"Escondido city, Bonsall CDP, Hidden Meadows CDP",San Diego County,1987,8
92026,"Escondido city, Bonsall CDP, Hidden Meadows CDP",San Diego County,1988,2
92026,"Escondido city, Bonsall CDP, Hidden Meadows CDP",San Diego County,1990,2
92026,"Escondido city, Bonsall CDP, Hidden Meadows CDP",San Diego County,1991,8
92026,"Escondido city, Bonsall CDP, Hidden Meadows CDP",San Diego County,1992,7
92026,"Escondido city, Bonsall CDP, Hidden Meadows CDP",San Diego County,1993,11
92026,"Escondido city, Bonsall CDP, Hidden Meadows CDP",San Diego County,1994,29
92026,"Escondido city, Bonsall CDP, Hidden Meadows CDP",San Diego County,1997,2
92026,"Escondido city, Bonsall CDP, Hidden Meadows CDP",San Diego County,1998,14
92026,"Escondido city, Bonsall CDP, Hidden Meadows CDP",San Diego County,1999,1
92026,"Escondido city, Bonsall CDP, Hidden Meadows CDP",San Diego County,2001,2
92026,"Escondido city, Bonsall CDP, Hidden Meadows CDP",San Diego County,2002,7
92026,"Escondido city, Bonsall CDP, Hidden Meadows CDP",San Diego County,2003,7
92026,"Escondido city, Bonsall CDP, Hidden Meadows CDP",San Diego County,2004,8
92026,"Escondido city, Bonsall CDP, Hidden Meadows CDP",San Diego County,2005,19
92026,"Escondido city, Bonsall CDP, Hidden Meadows CDP",San Diego County,2006,4
92026,"Escondido city, Bonsall CDP, Hidden Meadows CDP",San Diego County,2007,3
92026,"Escondido city, Bonsall CDP, Hidden Meadows CDP",San Diego County,2009,24
92026,"Escondido city, Bonsall CDP, Hidden Meadows CDP",San Diego County,2010,13
92026,"Escondido city, Bonsall CDP, Hidden Meadows CDP",San Diego County,2011,1
92026,"Escondido city, Bonsall CDP, Hidden Meadows CDP",San Diego County,2012,17
92026,"Escondido city, Bonsall CDP, Hidden Meadows CDP",San Diego County,2014,1
92026,"Escondido city, Bonsall CDP, Hidden Meadows CDP",San Diego County,2015,10
92026,"Escondido city, Bonsall CDP, Hidden Meadows CDP",San Diego County,2018,1
92027,"Escondido city, Valley Center CDP, San Diego city",San Diego County,1987,7
92027,"Escondido city, Valley Center CDP, San Diego city",San Diego County,1988,2
92027,"Escondido city, Valley Center CDP, San Diego city",San Diego County,1990,7
92027,"Escondido city, Valley Center CDP, San Diego city",San Diego County,1991,51
92027,"Escondido city, Valley Center CDP, San Diego city",San Diego County,1992,35
92027,"Escondido city, Valley Center CDP, San Diego city",San Diego County,1993,14
92027,"Escondido city, Valley Center CDP, San Diego city",San Diego County,1994,31
92027,"Escondido city, Valley Center CDP, San Diego city",San Diego County,1995,13
92027,"Escondido city, Valley Center CDP, San Diego city",San Diego County,1996,12
92027,"Escondido city, Valley Center CDP, San Diego city",San Diego County,1997,2
92027,"Escondido city, Valley Center CDP, San Diego city",San Diego County,1998,2
92027,"Escondido city, Valley Center CDP, San Diego city",San Diego County,1999,6
92027,"Escondido city, Valley Center CDP, San Diego city",San Diego County,2000,18
92027,"Escondido city, Valley Center CDP, San Diego city",San Diego County,2001,5
92027,"Escondido city, Valley Center CDP, San Diego city",San Diego County,2002,13
92027,"Escondido city, Valley Center CDP, San Diego city",San Diego County,2003,2
92027,"Escondido city, Valley Center CDP, San Diego city",San Diego County,2004,23
92027,"Escondido city, Valley Center CDP, San Diego city",San Diego County,2005,35
92027,"Escondido city, Valley Center CDP, San Diego city",San Diego County,2006,11
92027,"Escondido city, Valley Center CDP, San Diego city",San Diego County,2007,37
92027,"Escondido city, Valley Center CDP, San Diego city",San Diego County,2008,7
92027,"Escondido city, Valley Center CDP, San Diego city",San Diego County,2010,41
92027,"Escondido city, Valley Center CDP, San Diego city",San Diego County,2011,3
92027,"Escondido city, Valley Center CDP, San Diego city",San Diego County,2012,13
92027,"Escondido city, Valley Center CDP, San Diego city",San Diego County,2013,2
92027,"Escondido city, Valley Center CDP, San Diego city",San Diego County,2014,8
92027,"Escondido city, Valley Center CDP, San Diego city",San Diego County,2015,82
92027,"Escondido city, Valley Center CDP, San Diego city",San Diego County,2016,5
92027,"Escondido city, Valley Center CDP, San Diego city",San Diego County,2017,10
92027,"Escondido city, Valley Center CDP, San Diego city",San Diego County,2018,11
92028,"Fallbrook CDP, Oceanside city, Rainbow CDP",San Diego County,1987,8
92028,"Fallbrook CDP, Oceanside city, Rainbow CDP",San Diego County,1990,10
92028,"Fallbrook CDP, Oceanside city, Rainbow CDP",San Diego County,1991,3
92028,"Fallbrook CDP, Oceanside city, Rainbow CDP",San Diego County,1992,25
92028,"Fallbrook CDP, Oceanside city, Rainbow CDP",San Diego County,1993,27
92028,"Fallbrook CDP, Oceanside city, Rainbow CDP",San Diego County,1994,30
92028,"Fallbrook CDP, Oceanside city, Rainbow CDP",San Diego County,1995,1
92028,"Fallbrook CDP, Oceanside city, Rainbow CDP",San Diego County,1996,3
92028,"Fallbrook CDP, Oceanside city, Rainbow CDP",San Diego County,1997,1
92028,"Fallbrook CDP, Oceanside city, Rainbow CDP",San Diego County,1998,36
92028,"Fallbrook CDP, Oceanside city, Rainbow CDP",San Diego County,1999,2
92028,"Fallbrook CDP, Oceanside city, Rainbow CDP",San Diego County,2000,2
92028,"Fallbrook CDP, Oceanside city, Rainbow CDP",San Diego County,2002,7
92028,"Fallbrook CDP, Oceanside city, Rainbow CDP",San Diego County,2003,5
92028,"Fallbrook CDP, Oceanside city, Rainbow CDP",San Diego County,2004,9
92028,"Fallbrook CDP, Oceanside city, Rainbow CDP",San Diego County,2005,91
92028,"Fallbrook CDP, Oceanside city, Rainbow CDP",San Diego County,2006,9
92028,"Fallbrook CDP, Oceanside city, Rainbow CDP",San Diego County,2008,4
92028,"Fallbrook CDP, Oceanside city, Rainbow CDP",San Diego County,2009,33
92028,"Fallbrook CDP, Oceanside city, Rainbow CDP",San Diego County,2010,14
92028,"Fallbrook CDP, Oceanside city, Rainbow CDP",San Diego County,2011,2
92028,"Fallbrook CDP, Oceanside city, Rainbow CDP",San Diego County,2012,8
92028,"Fallbrook CDP, Oceanside city, Rainbow CDP",San Diego County,2013,8
92028,"Fallbrook CDP, Oceanside city, Rainbow CDP",San Diego County,2014,32
92028,"Fallbrook CDP, Oceanside city, Rainbow CDP",San Diego County,2015,42
92028,"Fallbrook CDP, Oceanside city, Rainbow CDP",San Diego County,2016,20
92028,"Fallbrook CDP, Oceanside city, Rainbow CDP",San Diego County,2017,20
92028,"Fallbrook CDP, Oceanside city, Rainbow CDP",San Diego County,2018,48
92028,"Fallbrook CDP, Oceanside city, Rainbow CDP",San Diego County,2020,1
92029,"Escondido city, San Marcos city, San Diego city",San Diego County,1987,4
92029,"Escondido city, San Marcos city, San Diego city",San Diego County,1990,7
92029,"Escondido city, San Marcos city, San Diego city",San Diego County,1991,8
92029,"Escondido city, San Marcos city, San Diego city",San Diego County,1992,11
92029,"Escondido city, San Marcos city, San Diego city",San Diego County,1993,10
92029,"Escondido city, San Marcos city, San Diego city",San Diego County,1994,18
92029,"Escondido city, San Marcos city, San Diego city",San Diego County,1995,1
92029,"Escondido city, San Marcos city, San Diego city",San Diego County,1996,2
92029,"Escondido city, San Marcos city, San Diego city",San Diego County,1997,1
92029,"Escondido city, San Marcos city, San Diego city",San Diego County,1998,4
92029,"Escondido city, San Marcos city, San Diego city",San Diego County,1999,12
92029,"Escondido city, San Marcos city, San Diego city",San Diego County,2001,5
92029,"Escondido city, San Marcos city, San Diego city",San Diego County,2002,3
92029,"Escondido city, San Marcos city, San Diego city",San Diego County,2004,16
92029,"Escondido city, San Marcos city, San Diego city",San Diego County,2005,25
92029,"Escondido city, San Marcos city, San Diego city",San Diego County,2006,9
92029,"Escondido city, San Marcos city, San Diego city",San Diego County,2007,31
92029,"Escondido city, San Marcos city, San Diego city",San Diego County,2008,11
92029,"Escondido city, San Marcos city, San Diego city",San Diego County,2009,8
92029,"Escondido city, San Marcos city, San Diego city",San Diego County,2010,7
92029,"Escondido city, San Marcos city, San Diego city",San Diego County,2011,2
92029,"Escondido city, San Marcos city, San Diego city",San Diego County,2012,2
92029,"Escondido city, San Marcos city, San Diego city",San Diego County,2013,2
92029,"Escondido city, San Marcos city, San Diego city",San Diego County,2015,8
92029,"Escondido city, San Marcos city, San Diego city",San Diego County,2016,1
92029,"Escondido city, San Marcos city, San Diego city",San Diego County,2018,3
92029,"Escondido city, San Marcos city, San Diego city",San Diego County,2020,2
92036,Julian CDP,San Diego County,1987,34
92036,Julian CDP,San Diego County,1988,42
92036,Julian CDP,San Diego County,1989,8
92036,Julian CDP,San Diego County,1990,73
92036,Julian CDP,San Diego County,1991,68
92036,Julian CDP,San Diego County,1992,85
92036,Julian CDP,San Diego County,1993,65
92036,Julian CDP,San Diego County,1994,37
92036,Julian CDP,San Diego County,1995,40
92036,Julian CDP,San Diego County,1996,91
92036,Julian CDP,San Diego County,1997,75
92036,Julian CDP,San Diego County,1998,44
92036,Julian CDP,San Diego County,1999,130
92036,Julian CDP,San Diego County,2000,138
92036,Julian CDP,San Diego County,2001,124
92036,Julian CDP,San Diego County,2002,18
92036,Julian CDP,San Diego County,2003,170
92036,Julian CDP,San Diego County,2004,126
92036,Julian CDP,San Diego County,2005,296
92036,Julian CDP,San Diego County,2006,241
92036,Julian CDP,San Diego County,2007,37
92036,Julian CDP,San Diego County,2008,44
92036,Julian CDP,San Diego County,2009,12
92036,Julian CDP,San Diego County,2010,145
92036,Julian CDP,San Diego County,2011,98
92036,Julian CDP,San Diego County,2012,178
92036,Julian CDP,San Diego County,2013,106
92036,Julian CDP,San Diego County,2014,131
92036,Julian CDP,San Diego County,2015,146
92036,Julian CDP,San Diego County,2016,18
92036,Julian CDP,San Diego County,2017,17
92036,Julian CDP,San Diego County,2018,34
92036,Julian CDP,San Diego County,2020,3
92040,"Winter Gardens CDP, Lakeside CDP, Santee city, Eucalyptus Hills CDP",San Diego County,1987,27
92040,"Winter Gardens CDP, Lakeside CDP, Santee city, Eucalyptus Hills CDP",San Diego County,1988,3
92040,"Winter Gardens CDP, Lakeside CDP, Santee city, Eucalyptus Hills CDP",San Diego County,1989,1
92040,"Winter Gardens CDP, Lakeside CDP, Santee city, Eucalyptus Hills CDP",San Diego County,1990,24
92040,"Winter Gardens CDP, Lakeside CDP, Santee city, Eucalyptus Hills CDP",San Diego County,1991,51
92040,"Winter Gardens CDP, Lakeside CDP, Santee city, Eucalyptus Hills CDP",San Diego County,1992,12
92040,"Winter Gardens CDP, Lakeside CDP, Santee city, Eucalyptus Hills CDP",San Diego County,1993,20
92040,"Winter Gardens CDP, Lakeside CDP, Santee city, Eucalyptus Hills CDP",San Diego County,1994,30
92040,"Winter Gardens CDP, Lakeside CDP, Santee city, Eucalyptus Hills CDP",San Diego County,1995,11
92040,"Winter Gardens CDP, Lakeside CDP, Santee city, Eucalyptus Hills CDP",San Diego County,1996,4
92040,"Winter Gardens CDP, Lakeside CDP, Santee city, Eucalyptus Hills CDP",San Diego County,1997,2
92040,"Winter Gardens CDP, Lakeside CDP, Santee city, Eucalyptus Hills CDP",San Diego County,1998,9
92040,"Winter Gardens CDP, Lakeside CDP, Santee city, Eucalyptus Hills CDP",San Diego County,1999,5
92040,"Winter Gardens CDP, Lakeside CDP, Santee city, Eucalyptus Hills CDP",San Diego County,2000,89
92040,"Winter Gardens CDP, Lakeside CDP, Santee city, Eucalyptus Hills CDP",San Diego County,2001,6
